,song_name,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
845,We Will Rock You,0.693,0.491,11,-7.262,0,0.668,0.0,0.252,0.461,81.327,122347,4
846,Blank Space,0.752,0.678,5,-5.421,1,0.085,1.64e-06,0.13,0.583,96.009,231827,4
847,Money (That's What I Want) - Single Version / Mono,0.694,0.73,5,-8.626,1,0.193,0.0,0.145,0.965,133.359,156547,4
848,Piano Man,0.331,0.55,0,-6.483,1,0.605,3.96e-06,0.192,0.429,177.734,339000,3
849,It's Like That,0.964,0.889,11,-5.169,1,0.0591,0.0,0.166,0.552,121.144,290280,4
850,"Walk, Don't Run",0.423,0.88,5,-7.223,1,0.202,0.0291,0.299,0.96,155.968,126480,4
851,Atomic Dog,0.895,0.665,6,-6.285,0,0.3,0.0,0.236,0.734,107.654,286160,4
852,You Get What You Give,0.618,0.886,2,-5.982,1,0.168,0.0,0.157,0.718,113.977,298547,4
853,What You Know,0.548,0.815,3,-4.389,0,0.0154,0.0,0.12,0.345,146.934,273733,4
854,Only Shallow,0.156,0.552,0,-13.297,1,0.000717,0.848,0.0861,0.403,170.156,257693,4
855,You Made Me Realise - Remastered Version,0.0985,0.912,0,-7.974,1,1.43e-06,0.843,0.096,0.304,84.955,224373,4
856,Everybody Wants To Rule The World,0.632,0.929,7,-5.868,1,0.3,0.00333,0.123,0.5,111.968,251600,4
857,Touch Me I'm Sick,0.336,0.941,1,-6.984,1,4.79e-05,0.66,0.331,0.57,131.367,152707,4
858,He Stopped Loving Her Today - Single Version,0.332,0.195,8,-14.776,1,0.735,0.000164,0.153,0.43,145.434,196467,4
859,I Saw Her Standing There - Remastered,0.491,0.801,4,-9.835,1,0.27,0.0,0.0665,0.971,160.109,173947,4
860,Who Knows Where The Time Goes?,0.508,0.134,4,-20.767,1,0.648,0.157,0.0923,0.425,144.795,310173,4
861,Mood Indigo,0.601,0.00966,10,-26.438,1,0.991,0.108,0.0884,0.346,88.685,186613,4
862,You Keep Me Hangin' On - Album Version / Stereo,0.697,0.513,8,-8.573,0,0.151,2.15e-05,0.103,0.697,128.592,159893,4
863,Only You - And You Alone,0.482,0.23,3,-11.566,1,0.94,0.0,0.113,0.31,80.071,158485,3
864,Rock Island Line - Mono Version,0.506,0.721,2,-6.53,1,0.648,0.0,0.102,0.744,110.897,203160,4
865,Mercy Mercy Me (The Ecology),0.499,0.633,6,-12.145,0,0.373,0.718,0.0877,0.474,93.238,195500,4
866,Atmosphere,0.565,0.467,6,-10.078,1,0.165,0.284,0.0808,0.426,120.17,250413,4
867,"It's Alright, Ma (I'm Only Bleeding)",0.681,0.257,4,-15.348,1,0.597,0.0,0.161,0.566,115.867,449093,4
868,Rock And Roll,0.327,0.895,9,-7.428,1,0.000564,0.0159,0.104,0.898,169.39,219800,4
869,"Don't Think Twice, It's All Right",0.6,0.243,4,-17.085,1,0.89,0.0022,0.249,0.468,110.535,217400,4
870,I Shot The Sheriff,0.801,0.641,8,-9.349,1,0.34,4.5e-05,0.0693,0.741,96.96,279720,4
871,Machine Gun,0.562,0.574,11,-6.134,1,0.0135,0.00175,0.111,0.0646,105.115,286440,4
872,Got My Mojo Working,0.525,0.823,4,-7.37,1,0.498,0.000347,0.343,0.839,113.651,170067,4
873,Int'l Players Anthem (I Choose You),0.675,0.68,4,-5.01,0,0.0655,0.0,0.354,0.845,155.698,259040,4
874,Loud Places,0.647,0.629,8,-10.752,0,0.00442,0.259,0.122,0.177,109.011,283067,4
875,Sail Away - 2002 Remaster,0.341,0.161,5,-12.324,1,0.936,0.000488,0.12,0.0961,134.75,173267,4
876,L.A. Woman - Remaster,0.357,0.731,2,-9.178,1,0.0817,0.00119,0.13,0.698,168.242,471533,4
877,Fame - 2007 Remaster,0.628,0.568,10,-10.695,1,0.228,0.0183,0.0906,0.61,191.404,260947,4
878,Red Eyes,0.464,0.815,10,-6.371,1,0.00871,0.201,0.162,0.467,161.845,298920,4
879,My Way,0.28,0.388,2,-7.364,1,0.689,0.0,0.122,0.223,148.033,276800,4
880,Lonely Boy,0.356,0.872,2,-7.837,1,0.00417,0.00975,0.0997,0.607,166.3,193653,4
881,Ain't Misbehavin,0.546,0.299,0,-14.836,0,0.989,0.791,0.192,0.635,96.154,241427,4
882,Supersonic,0.395,0.884,9,-4.724,1,4.26e-05,0.00389,0.133,0.666,103.939,283707,4
883,My Guy - Single Version,0.7,0.565,10,-8.082,1,0.642,0.00146,0.372,0.89,125.62,167267,4
884,Boy From School,0.631,0.863,8,-3.963,0,0.161,5.85e-05,0.0846,0.497,125.994,319653,4
885,Band On The Run - Remastered 2010,0.479,0.601,7,-8.806,1,0.0832,0.00142,0.11,0.669,124.966,313027,4
886,The Scientist,0.557,0.442,5,-7.224,1,0.731,1.46e-05,0.11,0.213,146.277,309600,4
887,Praise You,0.602,0.892,1,-8.639,1,0.0913,0.318,0.169,0.536,109.716,324240,4
888,Buffalo Stance,0.708,0.627,1,-11.155,1,0.0113,3.13e-05,0.338,0.764,107.246,342360,4
889,Coal Miner's Daughter - Single Version,0.604,0.354,9,-14.07,1,0.836,0.00474,0.103,0.635,137.349,180960,4
890,Ain't No Mountain High Enough - Stereo Version,0.674,0.802,0,-7.085,1,0.25,2.48e-06,0.161,0.742,129.355,147680,4
891,Caldonia,0.506,0.529,0,-9.304,1,0.859,0.000283,0.101,0.913,165.513,164053,4
892,Sunday Morning,0.499,0.48,5,-11.79,0,0.0759,0.000772,0.102,0.534,105.762,173733,4
893,Lucille,0.682,0.839,6,-9.186,1,0.336,0.000571,0.17,0.953,145.051,142400,4
894,Hit the Road Jack,0.563,0.471,8,-15.653,0,0.623,0.0,0.644,0.941,172.783,119200,4
895,Big Yellow Taxi,0.611,0.47,4,-9.135,1,0.579,0.0,0.581,0.97,85.527,134800,4
896,Jungleland,0.299,0.584,5,-5.984,1,0.374,0.126,0.073,0.183,133.712,575653,4
897,You Want It Darker,0.674,0.327,4,-16.986,0,0.613,0.199,0.0756,0.494,108.995,284373,4
898,Dark Star - Single Version,0.377,0.0849,2,-17.892,1,0.882,0.0607,0.19,0.354,85.022,161800,4
899,White Riot,0.178,0.983,2,-4.046,1,0.0027,0.939,0.266,0.523,205.206,115160,4
900,SICKO MODE,0.834,0.73,8,-3.714,1,0.00513,0.0,0.124,0.446,155.008,312820,4
901,Are 'Friends' Electric?,0.423,0.748,5,-9.832,1,0.03,0.221,0.169,0.428,93.977,325200,4
902,Izzo (H.O.V.A.),0.693,0.9,6,-2.075,0,0.0156,1.15e-05,0.0847,0.76,174.06,239816,4
903,We Are The Champions - Remastered 2011,0.268,0.459,10,-6.94,1,0.378,0.0,0.118,0.175,64.177,179200,4
904,"Hold On, I'm Comin'",0.803,0.338,6,-14.029,1,0.196,0.038,0.097,0.912,106.841,155707,4
905,Gin And Juice (feat. Dat Nigga Daz),0.549,0.853,7,-4.293,1,0.0285,0.000296,0.618,0.346,94.695,211493,4
906,Whip It,0.768,0.716,2,-12.922,1,0.0658,0.00213,0.0379,0.961,157.935,158107,4
907,Love In Vain,0.718,0.142,6,-12.99,1,0.943,0.461,0.103,0.377,86.618,146520,4
908,Paradise City,0.273,0.953,11,-8.76,1,0.0146,0.0173,0.188,0.444,100.261,405500,4
909,Astronomy Domine - 2011 Remastered Version,0.348,0.634,2,-11.527,1,0.378,0.474,0.346,0.0803,124.079,251279,4
910,Ruby Tuesday - Stereo Version,0.518,0.543,0,-10.766,1,0.834,0.0,0.2,0.579,104.528,196493,4
911,I Like It,0.816,0.726,5,-3.998,0,0.099,0.0,0.372,0.65,136.048,253390,4
912,Bro's,0.4,0.877,2,-4.922,1,0.0577,0.808,0.0866,0.571,130.945,757667,4
913,Águas De Março,0.649,0.348,10,-15.986,1,0.792,0.0,0.102,0.48,143.844,212000,4
914,"Sing, Sing, Sing",0.62,0.67,2,-11.575,0,0.853,0.896,0.156,0.295,113.492,520293,4
915,The Wilhelm Scream,0.546,0.291,7,-12.252,1,0.784,0.931,0.0894,0.363,169.96,273840,4
916,Strings Of Life,0.714,0.873,2,-6.223,1,0.152,0.868,0.0848,0.516,128.103,362947,4
917,Start Me Up - Remastered,0.695,0.817,5,-8.406,1,0.154,0.171,0.144,0.97,122.003,212927,4
918,Out of Time,0.528,0.456,0,-8.581,1,0.0424,0.00373,0.364,0.319,138.65,233373,4
919,Down By The Water,0.621,0.637,2,-12.351,1,0.00116,0.135,0.34,0.319,125.168,194533,4
920,Animal Nitrate (Remastered),0.25,0.912,6,-4.861,1,0.53,0.0,0.0775,0.303,102.204,206333,4
921,Do You Really Want To Hurt Me,0.744,0.376,4,-14.996,0,0.0815,0.0,0.108,0.42,100.78,262173,4
922,It Was A Good Day,0.78,0.754,5,-5.377,0,0.135,0.034,0.0467,0.81,82.394,260307,4
923,You've Got To Hide Your Love Away - Remastered,0.398,0.392,7,-9.05,1,0.207,0.0,0.102,0.378,184.267,129120,3
924,Aqualung,0.477,0.479,7,-11.887,0,0.0649,0.029,0.0906,0.662,122.531,396187,4
925,When The Levee Breaks,0.28,0.729,5,-9.106,1,0.00184,0.73,0.103,0.801,142.754,427800,4
926,Redbone,0.745,0.356,1,-10.425,1,0.172,0.00943,0.123,0.607,160.033,326933,4
927,Latch,0.503,0.727,1,-5.456,1,0.0159,9.45e-05,0.0895,0.521,121.985,255632,4
928,Step On,0.597,0.91,7,-7.66,1,2.26e-05,0.341,0.0945,0.58,104.932,316746,4
929,Sexy Boy,0.437,0.652,0,-6.152,1,0.0011,0.614,0.111,0.211,111.888,298467,4
930,Time of the Season,0.537,0.691,4,-6.858,0,0.142,3.13e-06,0.371,0.703,116.936,214027,4
931,If You Don't Know Me by Now (feat. Teddy Pendergrass),0.467,0.371,11,-12.514,1,0.659,6.67e-05,0.756,0.478,93.681,205573,3
932,Hurt,0.52,0.165,11,-18.084,0,0.711,0.00915,0.129,0.0972,76.094,374440,4
933,Wildwood Flower,0.609,0.257,5,-13.194,1,0.947,0.00307,0.132,0.47,109.379,190507,4
934,"Love Me Tender - From the 20th Century-Fox CinemaScope Production ""Love Me Tender""",0.443,0.031,9,-19.907,1,0.923,0.000417,0.106,0.283,76.797,162947,4
935,A Teenager In Love,0.564,0.283,1,-13.624,1,0.635,0.0,0.188,0.678,78.715,153867,4
936,Superstar,0.318,0.254,8,-11.177,1,0.725,4.59e-05,0.138,0.178,84.469,231507,4
937,Waltz #2 (XO),0.633,0.49,10,-7.668,1,0.395,6.92e-05,0.0886,0.66,132.178,280107,3
938,Rollin' Stone,0.787,0.0338,4,-16.827,1,0.989,4.49e-05,0.0833,0.359,85.005,189133,4
939,Wonderful World,0.762,0.559,11,-10.307,1,0.515,0.0,0.243,0.932,128.695,126760,4
940,"Protect Ya Neck (feat. RZA, Method Man, Inspectah Deck, Raekwon, U-God, Ol' Dirty Bastard, Ghostface Killah & GZA)",0.817,0.552,8,-10.8,0,0.0318,7.01e-06,0.826,0.808,102.011,291067,4
941,Hung Up,0.64,0.646,9,-7.572,0,0.00364,0.165,0.0912,0.415,124.992,336880,4
942,Have You Ever Seen The Rain?,0.741,0.697,0,-7.028,1,0.0664,2.28e-05,0.133,0.774,116.109,160133,4
943,I Wanna Be Adored - Remastered,0.494,0.862,4,-9.158,0,0.012,0.213,0.228,0.59,112.596,292800,4
944,A New England,0.54,0.544,5,-7.533,1,0.812,0.0,0.0845,0.691,82.978,135060,4
945,The Man Who Sold The World - 1999 Remastered Version,0.477,0.432,2,-12.262,0,0.0918,0.000147,0.171,0.555,119.11,238893,4
946,Cry,0.479,0.0952,0,-15.5,1,0.849,0.0,0.657,0.35,69.784,181693,4
947,Down In The Tube Station At Midnight - Full Version,0.284,0.706,0,-11.307,1,0.0494,1.96e-06,0.0891,0.657,172.82,282355,4
948,War Pigs,0.452,0.701,9,-9.534,1,0.145,0.00817,0.267,0.519,90.157,474560,4
949,Don't Stop Believin',0.5,0.748,4,-9.072,1,0.127,0.0,0.447,0.514,118.852,250987,4
950,(You Make Me Feel Like) A Natural Woman,0.603,0.271,5,-10.083,1,0.679,0.0,0.141,0.405,110.89,165333,3
951,Flying Home,0.754,0.711,1,-4.474,1,0.819,0.632,0.102,0.762,97.844,191693,4
952,Rocket Man (I Think It's Going To Be A Long Long Time),0.601,0.532,10,-9.119,1,0.432,6.25e-06,0.0925,0.341,136.571,281613,4
953,The Adventures Of Grandmaster Flash On The Wheels Of Steel,0.841,0.789,9,-5.735,1,0.278,0.000957,0.101,0.592,111.175,428293,4
954,Rosalita (Come out Tonight),0.299,0.894,5,-8.373,1,0.141,1.54e-05,0.37,0.757,153.215,421400,4
955,Staring At The Sun,0.349,0.585,5,-9.021,0,0.000476,0.298,0.152,0.194,119.914,205987,4
956,O.P.P,0.848,0.838,4,-11.949,0,0.0326,4.63e-06,0.124,0.774,97.735,271067,4
957,C'mon Everybody,0.622,0.645,4,-11.847,1,0.246,0.000116,0.0894,0.863,175.84,117667,4
958,Zero,0.504,0.947,11,-4.11,1,0.00113,0.313,0.383,0.147,124.013,265787,4
959,Fever,0.651,0.371,10,-9.011,0,0.74,1.21e-05,0.209,0.545,64.265,161733,4
960,Into My Arms - 2011 - Remaster,0.484,0.0874,0,-17.796,1,0.894,0.154,0.11,0.219,94.163,256120,4
961,Blind Willie McTell - Studio Outtake - 1983,0.463,0.158,1,-15.992,1,0.838,1.01e-05,0.0845,0.442,157.66,351867,4
962,Golden Skans,0.463,0.836,2,-2.776,0,0.000418,7.38e-06,0.25,0.713,141.955,165120,4
963,Wouldn't It Be Nice - Mono / Remastered,0.396,0.686,5,-5.607,1,0.725,1.04e-06,0.17,0.717,124.318,145800,4
964,Do You Love Me - Mono Single,0.598,0.718,5,-9.141,1,0.67,0.0,0.189,0.791,150.213,172093,4
965,We Are Family - 1995 Remaster,0.784,0.893,7,-5.153,0,0.3,1.57e-05,0.272,0.819,118.738,216733,4
966,Wannabe,0.768,0.864,11,-6.145,1,0.101,0.0,0.162,0.891,110.008,173027,4
967,Uptight (Everything's Alright) - Single Version,0.598,0.703,5,-8.126,0,0.176,0.0,0.135,0.897,133.29,176840,4
968,Under My Thumb,0.738,0.491,6,-13.407,0,0.298,0.218,0.119,0.809,126.96,221533,4
969,Atomic - Remastered/2001,0.598,0.727,4,-7.596,0,0.0451,0.226,0.0843,0.9,135.228,280307,4
970,The Breaks,0.818,0.67,11,-13.912,0,0.122,0.00156,0.31,0.917,112.704,469267,4
971,Harmony Hall,0.653,0.76,11,-6.086,1,0.475,0.000129,0.0917,0.6,98.008,308733,4
972,Golden Slumbers - Remastered,0.419,0.152,0,-12.126,1,0.326,0.0034,0.113,0.239,80.608,91760,4
973,You Make Me Feel (Mighty Real),0.632,0.723,10,-15.275,1,0.117,0.51,0.0725,0.961,131.514,394693,4
974,Good Riddance (Time of Your Life),0.475,0.432,7,-7.844,1,0.183,0.0,0.161,0.648,94.605,153467,4
975,Luka,0.637,0.781,6,-8.263,1,0.194,0.000115,0.131,0.789,124.939,230973,4
976,Sea Song,0.225,0.268,4,-14.6,0,0.729,0.0171,0.228,0.0573,109.778,393440,4
977,Then He Kissed Me,0.44,0.682,4,-7.416,1,0.681,3.33e-05,0.207,0.626,135.917,158853,4
978,Help Me,0.584,0.526,9,-10.08,0,0.475,6.52e-05,0.0756,0.641,82.028,204187,4
979,White Room,0.55,0.576,0,-13.475,1,0.178,0.00935,0.0555,0.486,109.837,303200,4
980,What's Love Got To Do WIth It - 1997 Digital Remaster,0.848,0.567,1,-5.636,1,0.214,1.55e-06,0.0916,0.779,97.854,228733,4
981,The Winner Takes It All,0.458,0.794,6,-6.751,1,0.541,0.00105,0.101,0.505,126.951,294720,4
982,Baby Love - Mono,0.58,0.694,5,-5.214,1,0.558,0.0,0.0816,0.677,135.46,154827,4
983,For Your Love,0.347,0.638,2,-10.258,1,0.236,0.0,0.0894,0.61,94.506,150627,4
984,Stay with Me - 2008 Remaster,0.457,0.88,9,-8.154,1,0.0486,0.141,0.16,0.827,91.246,279320,4
985,Take Me To The River,0.794,0.395,9,-12.034,1,0.128,0.00651,0.109,0.946,119.673,224773,4
986,Please Please Me - Remastered,0.527,0.48,4,-9.61,1,0.334,0.0,0.0702,0.706,139.388,120853,4
987,"Dark Was the Night, Cold Was the Ground",0.394,0.0406,9,-23.179,1,0.968,0.0453,0.0976,0.2,116.117,198560,1
988,She's Gone,0.523,0.341,4,-14.034,1,0.313,0.000114,0.621,0.355,77.487,313373,4
989,Rain - Remastered,0.251,0.683,0,-8.239,1,3.96e-05,0.88,0.473,0.635,106.954,181320,4
990,The Great Pretender,0.657,0.336,7,-6.698,1,0.873,0.0,0.291,0.679,114.698,162000,3
991,Rock And Roll All Nite,0.656,0.931,1,-5.827,1,0.046,0.0,0.0543,0.909,144.747,168733,4
992,Nuages - avec le Quintette Hot Club de France,0.666,0.239,5,-13.245,1,0.991,0.947,0.104,0.492,116.054,197280,4
993,Rockit,0.878,0.836,7,-12.003,1,0.0361,0.478,0.0683,0.635,111.334,325707,4
994,Drunk Drivers/Killer Whales,0.534,0.414,2,-7.952,1,0.218,2.11e-06,0.103,0.458,117.079,374653,4
995,Pinball Wizard - Original Album Version,0.536,0.694,11,-9.116,0,0.014,0.0,0.165,0.374,124.394,182653,4
996,Up on the Roof - Single Version; 2017 Remaster,0.62,0.392,1,-9.278,1,0.648,0.0,0.236,0.766,122.978,158560,4
997,Burning Down the House - 2005 Remaster,0.776,0.871,5,-11.108,0,0.00294,0.0129,0.0598,0.57,103.249,241773,4
998,Good Lovin' - Single Version,0.252,0.507,2,-13.337,1,0.00206,0.00057,0.325,0.816,196.494,150907,4
999,Cold Sweat,0.879,0.502,7,-10.134,1,0.0333,0.084,0.0559,0.707,112.365,444707,4
1000,Sir Duke,0.588,0.568,6,-9.766,1,0.16,0.0,0.0792,0.952,106.938,232760,4
1001,Hong Kong Garden,0.618,0.678,0,-10.406,1,0.00457,0.032,0.168,0.701,146.629,173520,4
1002,20th Century Boy,0.416,0.974,9,-3.286,1,0.00347,0.0,0.151,0.713,135.264,219933,4
1003,Say My Name,0.522,0.676,5,-3.571,0,0.274,0.0,0.134,0.746,67.427,271333,4
1004,No Surprises,0.268,0.406,5,-10.232,1,0.0495,0.0066,0.113,0.104,76.432,228533,4
1005,Midnight Special,0.501,0.512,9,-6.917,1,0.959,2.62e-05,0.193,0.822,138.059,185775,3
1006,Timeless,0.514,0.675,11,-10.966,0,0.00426,0.267,0.105,0.0812,154.962,1262400,4
1007,Like a Hurricane,0.434,0.652,9,-11.818,0,0.0184,0.000851,0.277,0.546,113.845,497333,4
1008,Ready or Not,0.547,0.527,10,-9.355,0,0.226,0.0,0.0952,0.526,89.365,227000,4
1009,Ramblin' Man,0.311,0.832,1,-8.29,1,0.486,0.00128,0.235,0.933,178.873,288160,4
1010,Lawdy Miss Clawdy - Single Version,0.627,0.685,6,-6.584,1,0.788,0.0586,0.309,0.761,93.069,153747,4
1011,Lonely Teardrops,0.597,0.424,7,-8.136,1,0.48,0.0,0.209,0.944,137.44,161960,4
1012,Word Up,0.863,0.839,6,-13.1,0,0.0479,0.00784,0.0467,0.878,116.215,261000,4
1013,Gigantic,0.385,0.707,7,-11.825,1,0.00225,0.418,0.0763,0.786,115.174,237707,4
1014,Jump Around,0.854,0.71,4,-6.32,0,0.0113,8.72e-05,0.166,0.818,106.894,214947,4
1015,Save the Last Dance for Me - 2009 Remaster,0.546,0.571,4,-9.126,1,0.578,0.0,0.394,0.856,142.345,154480,4
1016,Itchycoo Park,0.615,0.481,6,-11.809,0,0.758,4.04e-06,0.135,0.68,125.451,168760,4
1017,"Temptation [7"" Version]",0.734,0.846,0,-7.276,1,0.00136,0.524,0.0672,0.587,125.588,326093,4
1018,With Every Heartbeat - with Kleerup,0.496,0.879,4,-4.024,0,0.00909,0.000243,0.241,0.377,120.909,251240,3
1019,Sh-Boom,0.667,0.467,5,-8.991,1,0.851,0.0,0.272,0.905,136.676,144320,4
1020,Live and Let Die,0.431,0.669,7,-5.903,1,0.143,0.00284,0.12,0.216,125.056,191773,4
1021,I Can't Stop Loving You,0.327,0.326,5,-10.454,1,0.6,0.0,0.333,0.349,79.94,253387,4
1022,All Along the Watchtower,0.581,0.41,1,-12.617,0,0.475,2.04e-05,0.0746,0.697,129.175,151093,4
1023,Music,0.736,0.802,7,-8.527,1,0.00149,0.0876,0.14,0.871,119.854,225973,4
1024,Happy Together,0.584,0.367,6,-9.638,0,0.55,1.38e-05,0.0818,0.588,120.175,176293,4
1025,Honey,0.652,0.604,11,-8.666,0,0.0179,0.000589,0.119,0.068,115.953,294003,4
1026,Not Fade Away,0.807,0.414,9,-14.499,1,0.691,0.0,0.141,0.895,96.245,141707,4
1027,Teenage Dream,0.719,0.798,10,-4.582,1,0.0162,2.34e-06,0.134,0.591,120.011,227741,4
1028,At The Hop,0.454,0.838,8,-6.971,1,0.739,2.3e-05,0.29,0.903,192.361,149933,4
1029,Your Cheatin' Heart - Single Version,0.671,0.145,0,-17.089,1,0.946,2.1e-06,0.166,0.62,128.087,162573,4
1030,Black Skinhead,0.766,0.809,1,-6.123,1,0.0011,0.0,0.168,0.325,130.127,188013,4
1031,Bring It On Home To Me,0.491,0.607,0,-5.677,1,0.624,0.0,0.204,0.595,70.873,162000,4
1032,I Feel for You,0.698,0.912,11,-8.993,1,0.0145,0.0225,0.279,0.797,124.917,343400,4
1033,Whipping Post,0.332,0.573,4,-10.657,0,0.606,0.647,0.0843,0.657,99.175,316893,3
1034,Just What I Needed,0.619,0.579,4,-9.307,1,0.0152,6.4e-05,0.0858,0.69,127.224,225627,4
1035,Get Off Of My Cloud - Mono Version / Remastered 2002,0.578,0.879,4,-8.676,1,0.0321,0.675,0.0617,0.871,126.116,175080,4
1036,We The People....,0.71,0.805,1,-5.471,1,0.00909,0.0,0.141,0.897,92.601,172013,4
1037,Flash Light,0.738,0.786,7,-9.191,0,0.361,0.14,0.526,0.709,105.181,347800,4
1038,Norf Norf,0.925,0.549,7,-6.572,1,0.396,0.000154,0.11,0.0904,100.014,183160,4
1039,Killer Queen - Remastered 2011,0.535,0.651,10,-6.326,1,0.391,0.0,0.133,0.612,117.218,179600,4
1040,"She's Lost Control - 12"" Single Version",0.769,0.656,9,-9.682,0,0.00657,0.672,0.202,0.697,141.596,294573,4
1041,Reelin' In The Years,0.52,0.749,2,-9.937,1,0.13,0.0,0.0881,0.743,135.26,277267,4
1042,Helplessness Blues,0.325,0.46,8,-7.226,1,0.0849,3.6e-06,0.103,0.206,124.864,303387,3
1043,Devils Haircut,0.686,0.729,7,-4.848,1,0.175,0.000833,0.137,0.79,123.546,192933,4
1044,Black Magic Woman / Gypsy Queen,0.464,0.462,2,-14.093,0,0.657,0.527,0.124,0.557,124.033,319773,4
1045,A Girl Like You,0.618,0.801,5,-6.634,0,0.0159,0.000174,0.381,0.512,126.26,235933,4
1046,Superfly,0.784,0.708,2,-9.141,1,0.457,7.5e-05,0.0913,0.748,120.11,233600,4
1047,Sweet Little Sixteen,0.507,0.635,1,-7.84,1,0.545,0.0,0.207,0.962,175.338,180747,4
1048,Wicked Game,0.665,0.292,9,-18.086,1,0.686,0.0128,0.0679,0.345,112.331,287507,4
1049,Gangsters - 2015 Remaster,0.701,0.664,4,-8.248,0,0.0092,0.116,0.452,0.814,130.419,170547,4
1050,Dry Your Eyes,0.66,0.479,9,-7.364,1,0.53,0.0,0.102,0.471,80.027,269093,4
1051,Electric Feel,0.763,0.803,1,-3.713,1,0.0709,0.285,0.348,0.561,103.04,229640,3
1052,Runnin' With The Devil,0.432,0.88,1,-5.769,0,0.0206,0.000191,0.185,0.527,95.59,216733,4
1053,Holiday,0.813,0.699,7,-8.656,1,0.0251,0.0135,0.0527,0.732,117.548,231560,4
1054,Grindin',0.592,0.77,1,-3.402,1,0.122,1.22e-06,0.103,0.361,191.692,264760,4
1055,Sister Ray,0.265,0.869,7,-8.953,1,0.433,0.544,0.14,0.563,131.134,1047133,4
1056,I Will Dare,0.456,0.857,7,-5.854,1,0.00157,0.0344,0.333,0.559,167.709,197427,4
1057,Swanee,0.551,0.155,5,-14.327,1,0.995,0.000412,0.0996,0.644,116.779,156347,4
1058,Don't You (Forget About Me),0.663,0.629,2,-12.697,1,0.0836,0.0394,0.105,0.648,111.29,260867,4
1059,Blackbird - Remastered,0.686,0.127,7,-14.361,1,0.754,1.41e-05,0.0573,0.372,93.699,138387,4
1060,It Wasn't God Who Made Honky Tonk Angels,0.598,0.188,9,-11.716,1,0.771,0.0,0.366,0.665,136.696,152333,4
1061,I Luv U,0.737,0.912,7,-3.708,1,0.304,1.01e-06,0.0467,0.905,136.047,245067,4
1062,Soul Makossa,0.831,0.826,0,-3.8,1,0.141,0.00234,0.128,0.775,115.014,264307,4
1063,Regret,0.504,0.966,5,-3.116,1,0.000819,0.0747,0.226,0.742,129.595,249840,4
1064,"Black (First Movement Of Black, Brown And Beige) - Live",0.402,0.0865,0,-21.101,0,0.924,0.364,0.786,0.177,106.85,1312960,4
1065,Can the Circle Be Unbroken,0.557,0.32,8,-8.874,1,0.975,0.0,0.11,0.648,98.959,187000,4
1066,Little Fluffy Clouds,0.682,0.736,6,-12.46,0,0.00592,0.26,0.176,0.586,104.997,249800,4
1067,Kansas City,0.718,0.786,1,-5.629,1,0.738,5.59e-06,0.292,0.956,116.452,145200,4
1068,POWER,0.539,0.907,0,-4.757,0,0.0193,0.0,0.825,0.553,154.0,292093,4
1069,Sunny Afternoon,0.564,0.535,0,-7.13,1,0.19,0.0,0.0674,0.463,124.224,213240,4
1070,Crosstown Traffic,0.482,0.96,0,-5.269,0,0.254,2.43e-06,0.294,0.544,113.263,139267,4
1071,Pony Blues,0.422,0.265,10,-14.697,1,0.964,0.906,0.105,0.457,117.405,180625,4
1072,It's a Sin - 2001 Remaster,0.538,0.864,0,-5.928,0,0.243,0.00054,0.239,0.293,127.127,300293,4
1073,One for My Baby - and One More for the Road,0.359,0.027,4,-18.776,1,0.973,0.000283,0.108,0.211,77.964,264440,5
1074,The Rip,0.418,0.486,9,-9.421,0,0.929,0.461,0.0988,0.249,74.924,270960,4
1075,Black Beatles,0.794,0.632,0,-6.163,1,0.142,0.0,0.128,0.355,145.926,291893,4
1076,Manteca,0.459,0.706,5,-7.031,0,0.863,0.891,0.105,0.601,172.996,192427,4
1077,Duke Of Earl,0.578,0.363,5,-11.741,1,0.793,0.0,0.203,0.644,103.351,145798,4
1078,"I Can’t Help Myself (Sugar Pie, Honey Bunch)",0.692,0.651,0,-7.466,1,0.203,0.0,0.114,0.966,126.815,165920,4
1079,In My Room - Remastered,0.504,0.321,1,-13.172,0,0.0469,0.000188,0.0958,0.528,103.465,134051,3
1080,Rebel Girl,0.435,0.939,8,-3.845,0,0.0122,0.00466,0.0614,0.559,134.938,157333,4
1081,Mama Tried - Remastered 2001,0.725,0.654,2,-6.283,1,0.778,2.7e-06,0.0769,0.659,97.255,132627,4
1082,Pristine,0.483,0.695,0,-5.493,1,0.00461,0.000661,0.102,0.294,126.212,295333,4
1083,Ain't Too Proud To Beg,0.763,0.656,0,-6.86,1,0.549,0.0,0.125,0.926,118.394,156173,4
1084,Rhapsody In Blue,0.347,0.26,8,-15.117,0,0.984,0.866,0.545,0.198,83.484,539977,4
1085,Sixteen Tons,0.699,0.336,4,-14.617,1,0.782,5.95e-06,0.202,0.44,144.704,155467,4
1086,On Broadway - 2018 Remaster,0.747,0.628,1,-6.597,1,0.336,0.0,0.122,0.919,108.767,179493,4
1087,Wipe Out,0.461,0.955,11,-6.684,1,0.111,0.532,0.952,0.725,160.073,166092,4
1088,Connection,0.684,0.694,3,-5.776,1,0.000351,0.7,0.0496,0.882,121.342,140480,4
